Sr No,Date,Startup,vertical,SubVertical,City,Investor,Round,Amount,Remarks,Investors Name 
2350,2015-10-21,AgentDesks,Real Estate Mobile CRM,,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,24.3375,,"Sierra Ventures, Cota Capital, Vegas Tech Fund"
2351,2015-10-21,White Owl Brewery,Micro-Brewery,,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,12.6225,Series A,"Arihant Patni, RAAY Global Investments"
2352,2015-10-21,MealHopper,Home Made Food Marketplace,,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,0.825,,"Alok Bajpai, Rajnish Kumar, Amit Dey"
2353,2015-10-21,Zenify.in,residential rental management platform,,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,5.28,,"Atul Jalan, Shrikanth & Bharath"
2355,2015-10-23,Medd,Personal Diagnostic Mobile App,,Mumbai,Group of Angel investors,Seed Funding,1.2375,Bridge Round,Group of Angel investors
2356,2015-10-23,Leaping Caravan,Online food ordering & Delivery service,,Gurgaon,Group of Angel investors,Seed Funding,1.2375,,Group of Angel investors
2357,2015-10-23,Frsh,Online food ordering & Delivery service,,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,8.25,Bridge Round,"Mumbai Angels, Mayank Bhangdia, Kae Capital"
2358,2015-10-23,Qik Stay,Hotel Aggregator & booking platform,,New Delhi,ID Enablers Pvt Ltd,Seed Funding,2.0625,,ID Enablers Pvt Ltd
2359,2015-10-26,Parcelled,Online Logistics Platform,,Bangalore,Delhivery,Private Equity,41.25,,Delhivery
2360,2015-10-26,AlmaMapper,Online Student & Campus Social Networking platform,,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,3.3,,Oswal Techno Ventures LLP
2361,2015-10-26,Flexing It,Professionals & Project Search Marketplace,,New Delhi,undisclosed private investors,Seed Funding,4.125,,undisclosed private investors
2362,2015-10-26,Netmeds.com,Online Pharmacy,,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,412.5,Series A,"OrbiMed, Pradip Dadha Group"
2363,2015-10-26,Razorpay,Online Payment Gateway,,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,74.25,Series A,"Tiger Global Management, Matrix Partners"
2365,2015-10-27,Happitoo,Location based Nightlife recommendation\\xc2\\xa0 Platform,,Mumbai,Unnamed investor,Seed Funding,0.63525,,Unnamed investor
2366,2015-10-27,Care24,Professional Health Services Platform,,Mumbai,India Quotient,Seed Funding,2.8875,,India Quotient
2367,2015-10-27,Roadrunnr,Hyperlocal Logistics Service,,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,82.5,Series B,"Sequoia Capital, Nexus Venture Partners"
2369,2015-10-28,ORIGA Leasing,Asset Financing platform,,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,9.075,,"ah! Ventures, 500 Startups & Other HNIs"
2370,2015-10-28,Smartivity.in,Virtual Reality activity based learning platform,,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,1.65,,S Chand and Co Pvt Ltd
2374,2015-10-29,ZopHop,Public Commute helper App,,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,3.7125,,"Amit Singhal, PK Gulati & others"
2377,2015-10-30,LiftO,Ridesharing Mobile app,,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,1.0725,,"Rajesh Bhatia, Dheeraj Mehta & Others"
2378,2015-10-30,TinyOwl,Food Discovery & Delivery Mobile app,,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,61.875,Series B,"Sequoia Capital, Matrix Partners"
2379,2015-10-30,Toppr.com,Competitive exam learning platform,,Mumbai,InnoVen Capital,Private Equity,16.5,Series C,InnoVen Capital
2380,2015-10-30,Kleeto,Document Digitization platform,,Gurgaon,GREX,Seed Funding,1.8975,pre-Series A,GREX
2381,2015-10-30,BeaconsTalk,proximity marketing & Mobile Advertising platform,,Mumbai,Puneet Bhatia & others,Seed Funding,0.66,,Puneet Bhatia & others
2382,2015-10-31,Jugnoo,Autorickshaw Aggregator & Booking platform,,Chandigarh,Paytm,Private Equity,82.5,Series B,Paytm
2383,2015-09-01,TOFlo,FinTech Startup Incubation platform,,Mumbai,Tania Johny Palathinkal,Seed Funding,0.825,,Tania Johny Palathinkal
2385,2015-09-01,Stylecracker,Personalized Styling platform,,Mumbai,Group of HNI investors,Private Equity,8.25,Series A,Group of HNI investors
2386,2015-09-01,Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,,Gurgaon,Reliance Capital,Private Equity,7.425,Series A,Reliance Capital
2388,2015-09-02,Zivame,Online Lingerie Marketplace,,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,330.0,Series C,"Zodius Technology Fund, Khazanah Nasional Berhad"
2389,2015-09-02,Capillary Tech,Cloud software solutions,,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,371.25,Series D,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners"
2390,2015-09-03,Jobspire,Job Search Platform,,Bangalore,Purvi Capital,Seed Funding,2.145,,Purvi Capital
2392,2015-09-03,Vistaar Finance,Small Business Financing (NBFC),,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,330.0,,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital"
2394,2015-09-04,Clapsnslaps,Online Movie Review Platform,,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,1.2375,,R M Picture Company Pvt. Ltd.
2395,2015-09-04,Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,,Mumbai,Ashish Jhalani,Seed Funding,0.825,,Ashish Jhalani
2396,2015-09-04,RoomCentral,Cloud-based Hotel Booking Platform,,Bangalore,Karanpal Singh,Seed Funding,16.5,,Karanpal Singh
2397,2015-09-07,YouthKiAwaaz,Community Driven News/Views Platform,,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,4.95,,"Raghav Bahl, Ritu Kapur"
2398,2015-09-07,Prozo,Study Material Marketplace,,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,1.69125,,"Nalin Jain, Shomil Pant, Dinesh Kundu & others"
2399,2015-09-07,Zomato,Restaurant Ratings & Reviews platform,,Gurgaon,"Temasek, Vy Capital",Private Equity,495.0,Late Stage,"Temasek, Vy Capital"
2400,2015-09-07,Sahayog Dairy,Dairy Based Product Manufacturer,,Bhopal,Acumen Fund,Private Equity,14.85,Series A,Acumen Fund
2401,2015-09-08,MockBank,Government Test Preparation platform,,Bangalore,Blume Ventures,Seed Funding,3.3,,Blume Ventures
2404,2015-09-10,OnlineTyari,Multilingual Test Preparation Platform,,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,6.3525,Series A,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai"
2405,2015-09-10,IndustryBuying,Industrial Tools Marketplace,,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,75.9,Series B,"Kalaari Capital, SAIF Partners, Beenextan investment fund"
2406,2015-09-10,The/Nudge Foundation,Non Profit Organization to alleviate poverty,,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,2.59875,,"Nanadan Nilekani, InMobi, Paytm"
2407,2015-09-11,FitMeIn,Gym & Fitness Studios Subscription platform,,New Delhi,Green House Ventures,Seed Funding,0.825,,Green House Ventures
2411,2015-09-12,CredR,Used Vehicles Marketplace,,Mumbai,Eight Road Ventures,Private Equity,123.75,Series A,Eight Road Ventures
2413,2015-09-14,CanvasFlip,Mobile App testing platform,,Hyderabad,Bessemer Venture Partners,Seed Funding,9.9,,Bessemer Venture Partners
2414,2015-09-14,Shadowfax,Hyperlocal Delivery Services,,Gurgaon,Eight Roads Ventures,Private Equity,74.25,Series A,Eight Roads Ventures
2415,2015-09-14,UE Life Sciences,Early Cancer Detection Solutions,,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,24.75,Series A,"Aarin Capital, Unitus Seed Fund"
2416,2015-09-14,Ola Cabs,Cab rental Mobile app,,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,1856.25,Late Stage,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank"
2417,2015-09-15,Coverfox,Online Insurance Distribution Platform,,Mumbai,Cataraman Ventures,Private Equity,16.5,Part of $12M Series B funding,Cataraman Ventures
2418,2015-09-15,MoEngage,Mobile Marketing Automation Platform,,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,35.0625,Series A,"Helion Venture Partners, Exfinity Ventures"
2420,2015-09-15,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,8.25,,"Anil Matai, Vikram Tandon, Shyam Sundar R & others"
2421,2015-09-15,Room on Call,Branded Budget Hotel Marketplace,,Noida,Payal Syal,Seed Funding,2.475,,Payal Syal
2423,2015-09-16,ChaiPoint,Food Subscription platform,,Bangalore,Eight Roads Ventures,Private Equity,82.5,Series A,Eight Roads Ventures
2424,2015-09-16,WedmeGood.com,Wedding Planning Platform,,Gurgaon,Indian Angel Network,Seed Funding,3.3825,,Indian Angel Network
2425,2015-09-16,XSTOK,B2B Mobile Auction Marketplace,,Mumbai,Oliphans Capital,Seed Funding,3.7125,,Oliphans Capital
2428,2015-09-17,YepMe,Private label Fashion eTailer,,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,618.75,Series D,"Khazanah Nasional Berhad, Helion Venture Partners"
2429,2015-09-17,Bueno,Online Food ordering & delivery,,Gurgaon,High Networth Individuals (No details),Seed Funding,4.95,,High Networth Individuals (No details)
2430,2015-09-18,Plabro,Real Estate Broker Platform App,,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,2.8875,,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh"
2431,2015-09-18,CureJoy,Online Health & Wellness platform,,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,9.4875,Pre-Series A,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna"
2432,2015-09-18,Briston Technomach,Internet of Things platform,,New Delhi,Undisclosed,Seed Funding,1.2375,,Undisclosed
2433,2015-09-18,LabStreet,Diagnostic Labs aggregator platform,,Gurgaon,Multiple investors,Seed Funding,1.2375,,Multiple investors
2435,2015-09-21,Portea Medical,Home Medical Care Services,,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,309.375,,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast"
2436,2015-09-21,Neotrade Analytics,Real-Time stock data platform,,Bangalore,Rainmatter,Seed Funding,1.93875,,Rainmatter
2438,2015-09-21,LafaLafa,coupons and cashback aggregator app,,Mumbai,500 Startups,Seed Funding,1.03125,thru Accelerator,500 Startups
2441,2015-09-22,Bestdealfinance,Financial Services Portal,,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,24.75,Series A,"Kalaari Capital, YourNest Angel Fund"
2444,2015-09-22,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",,Bangalore,Swarnim Multiventures,Private Equity,6.6,Pre-Series A,Swarnim Multiventures
2445,2015-09-22,Furdo,Online Interior Designing platform,,Bangalore,Bhavdeep Reddy,Seed Funding,3.3,,Bhavdeep Reddy
2446,2015-09-22,LogiNext,End-to-end Logistics platform,,Mumbai,Paytm,Private Equity,82.5,Series A,Paytm
2447,2015-09-22,Korra,Private Label Apparel sales,,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,2.475,,Asha Jadeja Motwani & Others
2450,2015-09-23,SilverPush,Cross-device retargeting platform,,Gurgaon / SFO,M&S Partners,Private Equity,9.9,Series A,M&S Partners
2451,2015-09-23,Juggernaut,Digital & Physical Publishing platform,,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,18.5625,Series A,"William Bissell, Neeraj Aggarwal, Nandan Nilekani"
2452,2015-09-23,InnerChef,Food Delivery Platform,,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,14.4375,pre-Series A,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others"
2453,2015-09-24,Quintype,Data Driven Publishing platform,,Bangalore,Raghav Bahl,Private Equity,27.225,,Raghav Bahl
2454,2015-09-24,Capabiliti,Employee OnBoarding & Orientation platform,,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,3.3,,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham"
2455,2015-09-24,Fourth Partner Energy,Solar Power Solutions company,,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,16.5,Series A,"Infuse Ventures, The Chennai Angels"
2456,2015-09-24,Licious,Online Meat Ordering platform,,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,8.25,,"Kanwaljit Singh, TV Mohandas Pai"
2459,2015-09-28,Ola Cabs,Cab Booking app platform,,Bangalore,Didi Kuaidi,Private Equity,247.5,late Stage (part of $500M funding rnd),Didi Kuaidi
2460,2015-09-29,Paytm,E-Commerce & M-Commerce platform,,New Delhi,"Alibaba Group, Ant Financial",Private Equity,5610.0,Late Stage (Alibaba @ 40% equity),"Alibaba Group, Ant Financial"
2461,2015-09-29,Inmobi,Mobile Advertising platform,,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,825.0,Late Stage,Tennenbaum Capital Partners & Others
2462,2015-09-29,Peppertap,Hyperlocal Grocery Delivery,,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,297.0,Series B,"Sequoia India, SAIF Partners."
2465,2015-09-29,Zakoopi,Fashion Discovery platform,,New Delhi,Uniqorn Ventures,Seed Funding,2.8875,,Uniqorn Ventures
2467,2015-09-30,Infoworks,Big Data Management Platform,,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,41.25,,"Nexus Venture Partners, Knoll Ventures and others"
2468,2015-09-30,RedDoorz,Budget Accommodation Platform,,Noida,Jungle Ventures,Seed Funding,8.25,,Jungle Ventures
2470,2015-09-30,Eywa Media,Digital Signal processing platform,,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,8.25,,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures"
2471,2015-08-01,Snapdeal,Ecommerce Marketplace,,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,4125.0,Late Stage Round 7th (More details),"Alibaba, Foxconn, Softbank"
2472,2015-08-01,Ressy,Restaurant Discount app,,Pune,Mohandas Pai & others,Seed Funding,3.3,,Mohandas Pai & others
2474,2015-08-03,Connect India,ECommerce Logistics provider,,New Delhi,Aavishkaar,Private Equity,41.25,Series A,Aavishkaar
2477,2015-08-03,Oyorooms,Budget Hotel accommodation brand,,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,825.0,Series B,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India"
2479,2015-08-03,Wizrocket,User Engagment & Analytics platform,,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,79.2,Series B,"Sequoia Capital, Accel Partners"
2480,2015-08-04,Pickingo,On-Demand Delivery Logistics,,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,10.725,Series A,"Orios Venture Partners, Zishaan Hayath"
2481,2015-08-05,Grex,fund raising platform for startups,,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,5.3625,,"Kunal Bajaj, Chandru Badrinarayanan"
2482,2015-08-05,LetsTransport,Logistics Tech Platform,,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,10.725,,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra"
2483,2015-08-05,Zo Rooms,Online budget hotel chain,,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,247.5,Series A,"Tiger Global Management, Orios Venture Partners"
2484,2015-08-05,Doormint,Hyperlocal Handyman services,,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,24.75,Series A,"Helion Venture Partners, Kalaari Capital"
2485,2015-08-05,NightStay,hotel booking app,,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,4.125,,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh"
2487,2015-08-05,Sunday Realty Solutions,Tech Platform for property brokers,,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,6.47625,,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan"
2489,2015-08-06,Appvigil,App security\\xc2\\xa0 testing platform,,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,4.125,pre Series-A,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave"
2490,2015-08-06,practo,Doctor Appointment booking app,,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,742.5,Series C,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners"
2493,2015-08-06,Ketto,Crowd funding platform,,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,5.775,,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture"
2494,2015-08-06,Ezetap,Mobile based PoS solution,,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,206.25,Series C,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings"
2496,2015-08-07,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,,Gurgaon,YouWeCan Ventures,Seed Funding,5.1975,,YouWeCan Ventures
2497,2015-08-07,EasyRewardz,Loyalty Programs & Reward Points,,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,4.125,Pre-Series A,"Wealth First, Ashneer Grover, Atul Phadnis"
2501,2015-08-10,MyTaxiIndia,Taxi Rental platform,,Gurgaon,"Nihon Kotsu,",Private Equity,4.125,Pre Series-A,"Nihon Kotsu,"
2502,2015-08-10,eSadar,ecommerce,,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,0.66,,"Neha Vats, Gaurav Vats"
2504,2015-08-10,MyPoolin,mobile social network,,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,2.0625,QPrize Contest Winners,QPrize from Qualcomm Ventures
2505,2015-08-10,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,,New Delhi,Sequoia Capital,Private Equity,132.0,Series A,Sequoia Capital
2506,2015-08-10,Inkmonk,Online printing marketplace,,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,2.0625,,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture"
2507,2015-08-10,ToneTag,mobile payment software platform,,Bangalore,Reliance Capital Venture,Private Equity,8.25,Series A,Reliance Capital Venture
2508,2015-08-10,Grey Orange,Automated Storage & Warehousing Solution,,Gurgaon,Tiger Global Management,Private Equity,247.5,Series B,Tiger Global Management
2509,2015-08-11,Livspace,Home Design & D\\xc3\\xa9cor solutions,,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,66.0,Series A,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners"
2510,2015-08-11,WOW! MOMO,Quick Service Restaurant Chain,,Kolkata,Indian Angel Network,Seed Funding,13.2,,Indian Angel Network
2511,2015-08-11,RainCan,Subscription based Online Grocery platform,,Pune,Ajeet Khurana & Others,Seed Funding,0.825,,Ajeet Khurana & Others
2512,2015-08-11,Allygrow Technologies,engineering services company,,Mumbai,Zodius Technology Fund,Private Equity,165.0,Series A,Zodius Technology Fund
2513,2015-08-11,Infogain,Business and IT consulting,,New Delhi / US,ChrysCapital,Private Equity,519.75,,ChrysCapital
2514,2015-08-12,OneAssist,Credit Card Fraud protection solutions,,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,61.875,Series B,"Sequoia Capital, Lightspeed Ventures"
